Species2,Country2,Speciality2,Source2,Year2,Antifungals,MIC_Interpretation
Candida albicans,USA,Unknown,Blood culture,2010,Micafungin,Susceptible
Aspergillus fumigatus,USA,Unknown,Sputum,2010,Voriconazole,Susceptible
Candida albicans,USA,Intensive Care Unit,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,USA,Intensive Care Unit,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,Brazil,Neurosurgery,Blood culture,2010,Fluconazole,Susceptible
Candida tropicalis,Brazil,Intensive Care Unit,Blood culture,2010,Anidulafungin,Susceptible
Candida tropicalis,Brazil,Intensive Care Unit,Blood culture,2010,Micafungin,Susceptible
Candida tropicalis,Brazil,Hematology/Oncology,Blood culture,2010,Caspofungin,Susceptible
Candida tropicalis,Brazil,Hematology/Oncology,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,Brazil,Renal,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,Brazil,Renal,Blood culture,2010,Micafungin,Susceptible
Candida tropicalis,Brazil,Hematology/Oncology,Blood culture,2010,Caspofungin,Susceptible
Candida tropicalis,Brazil,Hematology/Oncology,Blood culture,2010,Voriconazole,Susceptible
Candida tropicalis,Brazil,Intensive Care Unit,Blood culture,2010,Fluconazole,Susceptible
Candida albicans,Brazil,Internal Medicine,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,Brazil,Internal Medicine,Blood culture,2010,Micafungin,Susceptible
Candida glabrata,Brazil,Internal Medicine,Ascitic fluid,2010,Caspofungin,Susceptible
Candida parapsilosis,Brazil,Internal Medicine,Ascitic fluid,2010,Micafungin,Susceptible
Candida albicans,Brazil,Internal Medicine,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,Brazil,Internal Medicine,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,Brazil,Intensive Care Unit,Blood culture,2010,Fluconazole,Susceptible
Candida albicans,Brazil,Intensive Care Unit,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,Brazil,Intensive Care Unit,Blood culture,2010,Micafungin,Susceptible
Candida glabrata,Brazil,General/GI,Abscess (pus),2010,Caspofungin,Susceptible
Candida albicans,Brazil,Unknown,Ascitic fluid,2010,Fluconazole,Susceptible
Candida albicans,Brazil,Neurosurgery,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,Brazil,Neurosurgery,Blood culture,2010,Micafungin,Susceptible
Candida tropicalis,Brazil,Internal Medicine,Tissue,2010,Caspofungin,Susceptible
Candida tropicalis,Brazil,Internal Medicine,Tissue,2010,Voriconazole,Susceptible
Candida parapsilosis,Brazil,Hematology/Oncology,Blood culture,2010,Fluconazole,Susceptible
Candida albicans,Spain,Unknown,Unknown,2010,Anidulafungin,Susceptible
Candida albicans,Spain,Unknown,Unknown,2010,Micafungin,Susceptible
Candida glabrata,Spain,Unknown,Unknown,2010,Caspofungin,Susceptible
Candida parapsilosis,Spain,Unknown,Unknown,2010,Micafungin,Susceptible
Candida parapsilosis,Spain,Unknown,Unknown,2010,Caspofungin,Susceptible
Candida parapsilosis,Spain,Unknown,Unknown,2010,Voriconazole,Susceptible
Candida parapsilosis,Spain,Unknown,Unknown,2010,Fluconazole,Susceptible
Candida tropicalis,Spain,Unknown,Unknown,2010,Anidulafungin,Susceptible
Candida tropicalis,Spain,Unknown,Unknown,2010,Micafungin,Susceptible
Candida krusei,Spain,Unknown,Unknown,2010,Caspofungin,Susceptible
Candida krusei,Spain,Unknown,Unknown,2010,Voriconazole,Susceptible
Candida tropicalis,Spain,Unknown,Unknown,2010,Fluconazole,Susceptible
Candida parapsilosis,Spain,Unknown,Unknown,2010,Anidulafungin,Susceptible
Candida parapsilosis,Spain,Unknown,Unknown,2010,Micafungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,USA,Orthopedics,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,USA,Orthopedics,Blood culture,2010,Micafungin,Susceptible
Candida glabrata,USA,Emergency,Blood culture,2010,Caspofungin,Susceptible
Candida parapsilosis,Sweden,Surgery,Blood culture,2010,Anidulafungin,Susceptible
Candida parapsilosis,Sweden,Surgery,Blood culture,2010,Micafungin,Susceptible
Candida parapsilosis,USA,Unknown,Blood culture,2010,Caspofungin,Susceptible
Candida parapsilosis,USA,Unknown,Blood culture,2010,Voriconazole,Susceptible
Candida glabrata,USA,General/GI,Bronchoalveolar lavage/wash,2010,Anidulafungin,Susceptible
Candida glabrata,USA,General/GI,Bronchoalveolar lavage/wash,2010,Fluconazole,Intermediate
Candida glabrata,USA,General/GI,Bronchoalveolar lavage/wash,2010,Micafungin,Susceptible
Candida albicans,Ireland,Intensive Care Unit,Bronchoalveolar lavage/wash,2010,Caspofungin,Susceptible
Candida albicans,Ireland,Intensive Care Unit,Bronchoalveolar lavage/wash,2010,Voriconazole,Susceptible
Candida glabrata,USA,Hematology/Oncology,Blood culture,2010,Anidulafungin,Susceptible
Candida glabrata,USA,Hematology/Oncology,Blood culture,2010,Fluconazole,Intermediate
Candida glabrata,USA,Hematology/Oncology,Blood culture,2010,Micafungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,USA,Surgery,Blood culture,2010,Fluconazole,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2010,Micafungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Blood culture,2010,Voriconazole,Susceptible
Candida parapsilosis,USA,Unknown,Blood culture,2010,Fluconazole,Susceptible
Candida glabrata,USA,Unknown,Blood culture,2010,Anidulafungin,Susceptible
Candida glabrata,USA,Unknown,Blood culture,2010,Fluconazole,Intermediate
Candida glabrata,USA,Unknown,Blood culture,2010,Micafungin,Susceptible
Candida albicans,USA,Unknown,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,USA,Unknown,Blood culture,2010,Voriconazole,Susceptible
Candida parapsilosis,Sweden,Burn,Blood culture,2010,Fluconazole,Susceptible
Candida parapsilosis,Brazil,Neurosurgery,Blood culture,2010,Anidulafungin,Susceptible
Candida parapsilosis,Brazil,Neurosurgery,Blood culture,2010,Micafungin,Susceptible
Candida albicans,Brazil,Pediatrics/Neonate,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,Brazil,Pediatrics/Neonate,Blood culture,2010,Voriconazole,Susceptible
Candida parapsilosis,France,General/GI,Blood culture,2010,Fluconazole,Susceptible
Candida parapsilosis,France,General/GI,Blood culture,2010,Micafungin,Susceptible
Candida albicans,France,Surgery,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,France,Surgery,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,France,Hematology/Oncology,Blood culture,2010,Fluconazole,Susceptible
Candida parapsilosis,Mexico,Pediatrics/Neonate,Blood culture,2010,Anidulafungin,Susceptible
Candida parapsilosis,Mexico,Pediatrics/Neonate,Blood culture,2010,Micafungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2010,Voriconazole,Susceptible
Candida tropicalis,Mexico,Pediatrics/Neonate,Cerebrospinal fluid,2010,Fluconazole,Susceptible
Candida tropicalis,Mexico,Pediatrics/Neonate,Blood culture,2010,Anidulafungin,Susceptible
Candida tropicalis,Mexico,Pediatrics/Neonate,Blood culture,2010,Micafungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Bronchoalveolar lavage/wash,2010,Caspofungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Bronchoalveolar lavage/wash,2010,Voriconazole,Susceptible
Candida albicans,Mexico,Intensive Care Unit,Unknown,2010,Fluconazole,Susceptible
Candida albicans,Mexico,Intensive Care Unit,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,Mexico,Intensive Care Unit,Blood culture,2010,Micafungin,Susceptible
Candida glabrata,USA,Cardiothoracic/Pulmonary,Blood culture,2010,Caspofungin,Susceptible
Candida glabrata,USA,Cardiothoracic/Pulmonary,Blood culture,2010,Fluconazole,Resistant
Candida albicans,USA,Cardiothoracic/Pulmonary,Other,2010,Caspofungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Other,2010,Voriconazole,Susceptible
Candida albicans,Israel,Internal Medicine,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,Israel,Internal Medicine,Blood culture,2010,Micafungin,Susceptible
Candida albicans,Israel,Neurosurgery,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,Israel,Neurosurgery,Blood culture,2010,Voriconazole,Susceptible
Candida glabrata,Israel,Urology/Prostate,Blood culture,2010,Anidulafungin,Susceptible
Candida glabrata,Israel,Urology/Prostate,Blood culture,2010,Fluconazole,Intermediate
Candida glabrata,Israel,Urology/Prostate,Blood culture,2010,Micafungin,Susceptible
Candida albicans,Israel,Urology/Prostate,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,Israel,Urology/Prostate,Blood culture,2010,Voriconazole,Susceptible
Candida glabrata,USA,Hematology/Oncology,Bronchoalveolar lavage/wash,2010,Caspofungin,Susceptible
Candida glabrata,USA,Orthopedics,Plueral fluid,2010,Anidulafungin,Susceptible
Candida glabrata,USA,Orthopedics,Plueral fluid,2010,Fluconazole,Intermediate
Candida glabrata,USA,Orthopedics,Plueral fluid,2010,Micafungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2010,Voriconazole,Susceptible
Candida tropicalis,USA,Unknown,Blood culture,2010,Caspofungin,Susceptible
Candida tropicalis,USA,Unknown,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,USA,Emergency,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,USA,Emergency,Blood culture,2010,Micafungin,Susceptible
Candida tropicalis,UK,Transplant,Blood culture,2010,Caspofungin,Susceptible
Candida tropicalis,UK,Transplant,Blood culture,2010,Voriconazole,Susceptible
Candida parapsilosis,USA,Unknown,Unknown,2010,Micafungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,USA,Intensive Care Unit,Blood culture,2010,Fluconazole,Susceptible
Candida albicans,Brazil,Trauma,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,Brazil,Trauma,Blood culture,2010,Micafungin,Susceptible
Candida parapsilosis,Brazil,Cardiothoracic/Pulmonary,Blood culture,2010,Anidulafungin,Intermediate
Candida parapsilosis,Brazil,Cardiothoracic/Pulmonary,Blood culture,2010,Caspofungin,Susceptible
Candida parapsilosis,Brazil,Cardiothoracic/Pulmonary,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,Brazil,Internal Medicine,Blood culture,2010,Fluconazole,Susceptible
Candida tropicalis,Brazil,Pediatrics/Neonate,Blood culture,2010,Anidulafungin,Susceptible
Candida tropicalis,Brazil,Pediatrics/Neonate,Blood culture,2010,Micafungin,Susceptible
Candida albicans,USA,Orthopedics,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,USA,Orthopedics,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,USA,Orthopedics,Blood culture,2010,Fluconazole,Susceptible
Candida albicans,USA,Internal Medicine,Bronchoalveolar lavage/wash,2010,Anidulafungin,Susceptible
Candida albicans,USA,Internal Medicine,Bronchoalveolar lavage/wash,2010,Micafungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2010,Caspofungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2010,Voriconazole,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2010,Fluconazole,Susceptible
Candida albicans,USA,Intensive Care Unit,Bronchoalveolar lavage/wash,2010,Anidulafungin,Susceptible
Candida albicans,USA,Intensive Care Unit,Bronchoalveolar lavage/wash,2010,Micafungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2010,Caspofungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2010,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Blood culture,2010,Fluconazole,Susceptible
Candida tropicalis,Israel,Hematology/Oncology,Blood culture,2010,Anidulafungin,Susceptible
Candida tropicalis,Israel,Hematology/Oncology,Blood culture,2010,Micafungin,Susceptible
Candida albicans,Israel,Internal Medicine,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,Israel,Internal Medicine,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,Israel,Internal Medicine,Blood culture,2010,Fluconazole,Susceptible
Candida tropicalis,Israel,Hematology/Oncology,Blood culture,2010,Anidulafungin,Susceptible
Candida tropicalis,Israel,Hematology/Oncology,Blood culture,2010,Micafungin,Susceptible
Candida parapsilosis,Israel,General/GI,Blood culture,2010,Caspofungin,Susceptible
Candida parapsilosis,Israel,General/GI,Blood culture,2010,Voriconazole,Susceptible
Candida parapsilosis,Israel,Cardiothoracic/Pulmonary,Blood culture,2010,Voriconazole,Intermediate
Candida tropicalis,Israel,Hematology/Oncology,Blood culture,2010,Anidulafungin,Susceptible
Candida tropicalis,Israel,Hematology/Oncology,Blood culture,2010,Micafungin,Susceptible
Candida albicans,Israel,General/GI,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,Israel,General/GI,Blood culture,2010,Voriconazole,Susceptible
Candida krusei,Israel,Hematology/Oncology,Blood culture,2010,Caspofungin,Susceptible
Candida krusei,Israel,Hematology/Oncology,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,France,Unknown,Ascitic fluid,2010,Fluconazole,Susceptible
Candida albicans,France,Internal Medicine,Blood culture,2010,Caspofungin,Susceptible
Candida albicans,France,Internal Medicine,Blood culture,2010,Voriconazole,Susceptible
Candida albicans,France,Intensive Care Unit,Plueral fluid,2010,Fluconazole,Susceptible
Candida albicans,France,General/GI,Bile,2010,Anidulafungin,Susceptible
Candida albicans,France,General/GI,Bile,2010,Micafungin,Susceptible
Candida krusei,France,Intensive Care Unit,Plueral fluid,2010,Caspofungin,Susceptible
Candida krusei,France,Intensive Care Unit,Plueral fluid,2010,Voriconazole,Susceptible
Candida albicans,France,Intensive Care Unit,Plueral fluid,2010,Caspofungin,Susceptible
Candida albicans,France,Intensive Care Unit,Plueral fluid,2010,Voriconazole,Susceptible
Candida tropicalis,France,Family Practice,Bile,2010,Fluconazole,Susceptible
Candida glabrata,France,Intensive Care Unit,Blood culture,2010,Anidulafungin,Susceptible
Candida glabrata,France,Intensive Care Unit,Blood culture,2010,Fluconazole,Intermediate
Candida glabrata,France,Intensive Care Unit,Blood culture,2010,Micafungin,Susceptible
Candida albicans,France,Intensive Care Unit,Bile,2010,Caspofungin,Susceptible
Candida albicans,France,Intensive Care Unit,Bile,2010,Voriconazole,Susceptible
Candida albicans,France,General/GI,Blood culture,2010,Fluconazole,Susceptible
Candida glabrata,France,Intensive Care Unit,Blood culture,2010,Anidulafungin,Susceptible
Candida glabrata,France,Intensive Care Unit,Blood culture,2010,Fluconazole,Intermediate
Candida glabrata,France,Intensive Care Unit,Blood culture,2010,Micafungin,Susceptible
Candida glabrata,France,General/GI,Ascitic fluid,2010,Caspofungin,Susceptible
Candida albicans,France,Family Practice,Ascitic fluid,2010,Fluconazole,Susceptible
Candida albicans,France,Family Practice,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,France,Family Practice,Blood culture,2010,Micafungin,Susceptible
Candida albicans,France,General/GI,Bile,2010,Caspofungin,Susceptible
Candida albicans,France,General/GI,Bile,2010,Voriconazole,Susceptible
Candida albicans,France,Family Practice,Ascitic fluid,2010,Fluconazole,Susceptible
Candida albicans,France,General/GI,Bile,2010,Anidulafungin,Susceptible
Candida albicans,France,General/GI,Bile,2010,Micafungin,Susceptible
Candida albicans,France,Intensive Care Unit,Unknown,2010,Caspofungin,Susceptible
Candida albicans,France,Intensive Care Unit,Unknown,2010,Voriconazole,Susceptible
Candida albicans,France,Internal Medicine,Unknown,2010,Fluconazole,Susceptible
Candida tropicalis,France,Intensive Care Unit,Unknown,2010,Anidulafungin,Susceptible
Candida tropicalis,France,Intensive Care Unit,Unknown,2010,Micafungin,Susceptible
Candida parapsilosis,France,General/GI,Bile,2010,Caspofungin,Susceptible
Candida parapsilosis,France,General/GI,Bile,2010,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Blood culture,2010,Fluconazole,Susceptible
Candida albicans,USA,Unknown,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Blood culture,2010,Micafungin,Susceptible
Candida glabrata,USA,Emergency,Blood culture,2010,Caspofungin,Susceptible
Candida glabrata,USA,Intensive Care Unit,Blood culture,2010,Caspofungin,Intermediate
Candida albicans,USA,Surgery,Blood culture,2010,Anidulafungin,Susceptible
Candida albicans,USA,Surgery,Blood culture,2010,Micafungin,Susceptible
Candida parapsilosis,USA,Critical Care Unit,Blood culture,2010,Caspofungin,Susceptible
Candida parapsilosis,USA,Critical Care Unit,Blood culture,2010,Voriconazole,Susceptible
Candida tropicalis,USA,Hematology/Oncology,Blood culture,2010,Fluconazole,Susceptible
Candida parapsilosis,USA,Unknown,Blood culture,2010,Anidulafungin,Susceptible
Candida parapsilosis,USA,Unknown,Blood culture,2010,Micafungin,Susceptible
Candida albicans,USA,Unknown,Blood culture,2010,Caspofungin,Susceptible
